source_path,file_type,file_size_mb,detected_content,suggested_section,priority,destination_path,latex_label,caption_or_table_title,status,notes
outputs/aireadi_stream_full_1epoch_eval_validation/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/hardware/stream_state_memory.csv,table_metric,0.0806,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/bias_diagnostic.csv,table_metric,0.0011,bias_diagnostic,Personalization,low,,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/clinical_safety.json,table_metric,0.0007,clinical_safety_metrics,Clinical Safety,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/horizon_metrics.csv,table_metric,0.0029,horizon_metrics,Forecasting Results,high,,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/overall_metrics.json,table_metric,0.0004,overall_forecast_metrics,Forecasting Results,high,,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/personalization_sweep.csv,table_metric,0.0013,personalization_sweep,Personalization,low,,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/scenario_metrics.csv,table_metric,0.0013,scenario_metrics,Proxy Scenario Evaluation,low,,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/metrics/subgroup_metrics.csv,table_metric,0.0055,subgroup_metrics,Subgroup Analysis,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_full_1epoch_eval_validation/predictions/predictions.parquet,raw_data,190.0748,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,report/tables/generated/config_resolved.yaml,,,appendix,secondary detail for appendix
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/diagnostics_summary.json,table_metric,0.0041,diagnostics_summary,Appendix,low,,,,appendix,secondary detail for appendix
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/hypo_alarm_tradeoff.png,figure,0.0288,hypo_alarm_tradeoff_figure,Clinical Safety,high,report/figures/generated/hypo_alarm_tradeoff.png,fig:hypo_alarm_tradeoff,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/personalization_matched_anchor.png,figure,0.0274,matched_anchor_personalization_figure,Personalization,high,report/figures/generated/personalization_matched_anchor.png,fig:personalization_matched_anchor,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/scenario_delta_by_horizon.png,figure,0.0795,scenario_delta_figure,Proxy Scenario Evaluation,high,report/figures/generated/scenario_delta_by_horizon.png,fig:scenario_delta,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/subgroup_mae_bmi.png,figure,0.0310,subgroup_plot_bmi,Appendix,low,report/figures/generated/subgroup_mae_bmi.png,fig:subgroup_bmi,,appendix,secondary detail for appendix
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/subgroup_mae_hba1c.png,figure,0.0281,subgroup_plot_hba1c,Subgroup Analysis,medium,report/figures/generated/subgroup_mae_hba1c.png,fig:subgroup_hba1c,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/subgroup_mae_med_any_diabetes_drug.png,figure,0.0190,subgroup_plot_med_any_diabetes_drug,Appendix,low,report/figures/generated/subgroup_mae_med_any_diabetes_drug.png,fig:subgroup_med_any_diabetes_drug,,appendix,secondary detail for appendix
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/subgroup_mae_med_insulin.png,figure,0.0163,subgroup_plot_med_insulin,Subgroup Analysis,medium,report/figures/generated/subgroup_mae_med_insulin.png,fig:subgroup_med_insulin,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/subgroup_mae_site.png,figure,0.0214,subgroup_plot_site,Subgroup Analysis,medium,report/figures/generated/subgroup_mae_site.png,fig:subgroup_site,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/figures/subgroup_mae_study_group.png,figure,0.0548,subgroup_plot_study_group,Subgroup Analysis,medium,report/figures/generated/subgroup_mae_study_group.png,fig:subgroup_study_group,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/event_detection_quantile_alarms.csv,table_metric,0.0112,event_detection_quantile_alarms,Clinical Safety,high,report/tables/generated/event_detection_quantile_alarms.csv,tab:event_detection_quantile_generated,Median and risk-quantile hypo/hyper alarm metrics.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/participant_level_metrics.csv,table_metric,0.3211,participant_level_metrics,Forecasting Results,low,,,,main_report,selected test run; not copied: full participant-level CSV stays in outputs
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/participant_level_summary.json,table_metric,0.0192,participant_level_summary,Forecasting Results,high,report/tables/generated/participant_level_summary.json,tab:participant_level_generated,Participant-level averaged metrics with anonymized participant labels.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/persistence_baseline.json,table_metric,0.0011,persistence_baseline,Forecasting Results,high,report/tables/generated/persistence_baseline.json,tab:persistence_baseline_generated,Model performance compared with persistence on matched anchors.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/persistence_by_horizon.csv,table_metric,0.0025,persistence_by_horizon,Forecasting Results,low,report/tables/generated/persistence_by_horizon.csv,tab:persistence_by_horizon_generated,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/personalization_matched_anchor.csv,table_metric,0.0013,matched_anchor_personalization,Personalization,high,report/tables/generated/personalization_matched_anchor.csv,tab:personalization_matched_generated,Matched-anchor personalization comparison using the same eligible anchors.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/scenario_pathway_audit.csv,table_metric,0.0015,scenario_pathway_audit,Proxy Scenario Evaluation,low,report/tables/generated/scenario_pathway_audit.csv,tab:scenario_pathway_audit_generated,Scenario mask and value availability audit.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/scenario_prediction_deltas.csv,table_metric,0.0163,scenario_prediction_deltas,Proxy Scenario Evaluation,high,report/tables/generated/scenario_prediction_deltas.csv,tab:scenario_delta_generated,Prediction deltas relative to forecast-only mode.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/diagnostics/metrics/subgroup_participant_level_metrics.csv,table_metric,0.0038,subgroup_participant_level_metrics,Subgroup Analysis,low,report/tables/generated/subgroup_participant_level_metrics.csv,tab:subgroup_participant_metrics_generated,Participant-level subgroup metrics.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/figures/mae_by_horizon.png,figure,0.0310,mae_by_horizon_figure,Forecasting Results,high,report/figures/generated/horizon_mae.png,fig:horizon_mae,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/figures/personalization_sweep.png,figure,0.0398,personalization_sweep_figure,Personalization,low,report/figures/generated/personalization_warmup.png,fig:personalization_warmup,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,report/tables/generated/runtime_metrics.json,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/hardware/stream_state_memory.csv,table_metric,0.0782,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/bias_diagnostic.csv,table_metric,0.0011,bias_diagnostic,Personalization,low,report/tables/generated/bias_diagnostic.csv,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/clinical_safety.json,table_metric,0.0007,clinical_safety_metrics,Clinical Safety,low,report/tables/generated/clinical_safety.json,,,appendix,secondary detail for appendix
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/horizon_metrics.csv,table_metric,0.0029,horizon_metrics,Forecasting Results,high,report/tables/generated/horizon_metrics.csv,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/overall_metrics.json,table_metric,0.0004,overall_forecast_metrics,Forecasting Results,high,report/tables/generated/overall_metrics.json,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/personalization_sweep.csv,table_metric,0.0013,personalization_sweep,Personalization,low,report/tables/generated/personalization_sweep.csv,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/scenario_metrics.csv,table_metric,0.0013,scenario_metrics,Proxy Scenario Evaluation,low,report/tables/generated/scenario_metrics.csv,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/metrics/subgroup_metrics.csv,table_metric,0.0052,subgroup_metrics,Subgroup Analysis,low,report/tables/generated/subgroup_metrics.csv,,,main_report,selected test run
outputs/aireadi_stream_mamba_stateful_10epoch_eval_test/predictions/predictions.parquet,raw_data,174.7159,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_config_resolved.yaml,,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/diagnostics_summary.json,table_metric,0.0043,diagnostics_summary,Appendix,low,,,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/hypo_alarm_tradeoff.png,figure,0.0288,hypo_alarm_tradeoff_figure,Clinical Safety,high,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_hypo_alarm_tradeoff.png,fig:hypo_alarm_tradeoff,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/personalization_matched_anchor.png,figure,0.0283,matched_anchor_personalization_figure,Personalization,high,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_personalization_matched_anchor.png,fig:personalization_matched_anchor,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/scenario_delta_by_horizon.png,figure,0.0794,scenario_delta_figure,Proxy Scenario Evaluation,high,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_scenario_delta_by_horizon.png,fig:scenario_delta,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/subgroup_mae_bmi.png,figure,0.0335,subgroup_plot_bmi,Appendix,low,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_mae_bmi.png,fig:subgroup_bmi,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/subgroup_mae_hba1c.png,figure,0.0283,subgroup_plot_hba1c,Subgroup Analysis,medium,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_mae_hba1c.png,fig:subgroup_hba1c,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/subgroup_mae_med_any_diabetes_drug.png,figure,0.0186,subgroup_plot_med_any_diabetes_drug,Appendix,low,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_mae_med_any_diabetes_drug.png,fig:subgroup_med_any_diabetes_drug,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/subgroup_mae_med_insulin.png,figure,0.0163,subgroup_plot_med_insulin,Subgroup Analysis,medium,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_mae_med_insulin.png,fig:subgroup_med_insulin,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/subgroup_mae_site.png,figure,0.0213,subgroup_plot_site,Subgroup Analysis,medium,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_mae_site.png,fig:subgroup_site,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/figures/subgroup_mae_study_group.png,figure,0.0548,subgroup_plot_study_group,Subgroup Analysis,medium,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_mae_study_group.png,fig:subgroup_study_group,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/event_detection_quantile_alarms.csv,table_metric,0.0112,event_detection_quantile_alarms,Clinical Safety,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_event_detection_quantile_alarms.csv,tab:event_detection_quantile_generated,Median and risk-quantile hypo/hyper alarm metrics.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/participant_level_metrics.csv,table_metric,0.3482,participant_level_metrics,Forecasting Results,low,,,,appendix,validation split result; used for robustness check; not copied: full participant-level CSV stays in outputs
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/participant_level_summary.json,table_metric,0.0192,participant_level_summary,Forecasting Results,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_participant_level_summary.json,tab:participant_level_generated,Participant-level averaged metrics with anonymized participant labels.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/persistence_baseline.json,table_metric,0.0011,persistence_baseline,Forecasting Results,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_persistence_baseline.json,tab:persistence_baseline_generated,Model performance compared with persistence on matched anchors.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/persistence_by_horizon.csv,table_metric,0.0025,persistence_by_horizon,Forecasting Results,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_persistence_by_horizon.csv,tab:persistence_by_horizon_generated,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/personalization_matched_anchor.csv,table_metric,0.0013,matched_anchor_personalization,Personalization,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_personalization_matched_anchor.csv,tab:personalization_matched_generated,Matched-anchor personalization comparison using the same eligible anchors.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/scenario_pathway_audit.csv,table_metric,0.0015,scenario_pathway_audit,Proxy Scenario Evaluation,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_scenario_pathway_audit.csv,tab:scenario_pathway_audit_generated,Scenario mask and value availability audit.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/scenario_prediction_deltas.csv,table_metric,0.0163,scenario_prediction_deltas,Proxy Scenario Evaluation,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_scenario_prediction_deltas.csv,tab:scenario_delta_generated,Prediction deltas relative to forecast-only mode.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/diagnostics/metrics/subgroup_participant_level_metrics.csv,table_metric,0.0039,subgroup_participant_level_metrics,Subgroup Analysis,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_participant_level_metrics.csv,tab:subgroup_participant_metrics_generated,Participant-level subgroup metrics.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/figures/mae_by_horizon.png,figure,0.0311,mae_by_horizon_figure,Forecasting Results,high,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_horizon_mae.png,fig:horizon_mae,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/figures/personalization_sweep.png,figure,0.0405,personalization_sweep_figure,Personalization,low,report/figures/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_personalization_warmup.png,fig:personalization_warmup,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_runtime_metrics.json,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/hardware/stream_state_memory.csv,table_metric,0.0806,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/bias_diagnostic.csv,table_metric,0.0011,bias_diagnostic,Personalization,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_bias_diagnostic.csv,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,appendix,validation split result; used for robustness check
